region,window,metric,metric_label,n_total,test,n,r,r2,p,min_detectable_r,fdr_significant,n_tests
Sawtooth & Smoky (Sun Valley),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,-0.45174623441387524,0.2040746603071159,0.07558488302339532,0.6509928978614332,False,2619
North Cascades (Mt Baker),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),31,nested,31,,0.11124304607494323,0.07703751403766368,0.48496043336552974,False,2619
Central Cascades (Stevens/Snoqualmie),Midwinter,mean_swe,Base (mean SWE in window),45,within_nina,16,-0.4610056067846172,0.2125261694868531,0.07718456308738253,0.6509928978614332,False,2619
Elk Mtns (Aspen/Crested Butte),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,nested,46,,0.07217241927330059,0.07785129989604389,0.40301026636269627,False,2619
N Sangre de Cristo (Taos),Spring,new_snow_in_total,Total new snow in the window (in),47,nested,47,,0.07019996739987731,0.07858970588586955,0.39891242123069554,False,2619
North Cascades (Mt Baker),Spring,days_with_base,Days per 30 with a skiable base,31,nested,31,,0.11011993682971022,0.07863773959906384,0.48496043336552974,False,2619
Bitterroots (Lost Trail),Holidays,mean_swe,Base (mean SWE in window),59,within_nina,22,-0.3819405192649982,0.1458785602564165,0.07898420315936813,0.5667539699566799,False,2619
Uinta Mtns,Early season,new_snow_in_total,Total new snow in the window (in),48,within_nina,16,0.45154297614901456,0.20389105930950954,0.07918416316736653,0.6509928978614332,False,2619
Uinta Mtns,Spring,storm_days,Storm days per 30 (>= 2 in of new snow),48,nested,48,,0.06826615940503694,0.07944530817037898,0.3949367405566347,False,2619
Park Range (Steamboat),Early season,new_snow_in_total,Total new snow in the window (in),47,within_nina,16,0.45439680108303143,0.20647645283449204,0.07978404319136173,0.6509928978614332,False,2619
N Sangre de Cristo (Taos),Midwinter,new_snow_in_total,Total new snow in the window (in),47,within_nina,16,-0.44266279814293535,0.19595035285973314,0.08078384323135374,0.6509928978614332,False,2619
Uinta Mtns,Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nina,16,0.4549732094395562,0.20700062130773028,0.08098380323935213,0.6509928978614332,False,2619
Ruby Mtns & NE Nevada,Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,0.46162568435984014,0.21309827246069077,0.08098380323935213,0.6688990105175066,False,2619
S Sangre de Cristo (Santa Fe),Spring,days_with_base,Days per 30 with a skiable base,46,nested,46,,0.07047020336441269,0.08158131945855307,0.40301026636269627,False,2619
Wind River Range,Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,-0.44259427757670755,0.19588969454364766,0.08318336332733453,0.6509928978614332,False,2619
Ruby Mtns & NE Nevada,Spring,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.0696180575578087,0.083517904266314,0.40301026636269627,False,2619
Klamath & Siskiyou (Mt Shasta),Spring,mean_swe,Base (mean SWE in window),46,within_nina,16,-0.4395986178715042,0.1932469448345368,0.08438312337532493,0.6509928978614332,False,2619
S Sierra (Mammoth/June),Spring,days_with_base,Days per 30 with a skiable base,48,within_nino,16,0.444720113789693,0.1977759796091175,0.08458308338332333,0.6509928978614332,False,2619
Ruby Mtns & NE Nevada,Spring,days_with_base,Days per 30 with a skiable base,46,within_nino,15,0.46275266721960817,0.21414003101886142,0.08458308338332333,0.6688990105175066,False,2619
Elk Mtns (Aspen/Crested Butte),Early season,mean_swe,Base (mean SWE in window),46,within_nina,16,0.44436345517913234,0.19745888029873676,0.08458308338332333,0.6509928978614332,False,2619
Ruby Mtns & NE Nevada,Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,0.46224004632155385,0.21366586042335226,0.08478304339132174,0.6688990105175066,False,2619
Snowy Range & Sierra Madre,Midwinter,new_snow_in_total,Total new snow in the window (in),48,within_nina,16,-0.4417665252279137,0.1951576628119449,0.08518296340731854,0.6509928978614332,False,2619
Park Range (Steamboat),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),47,nested,47,,0.06717741591177497,0.08556642211239185,0.39891242123069554,False,2619
Uinta Mtns,Spring,new_snow_in_total,Total new snow in the window (in),48,nested,48,,0.06533670849088401,0.08643038191530072,0.3949367405566347,False,2619
N Sangre de Cristo (Taos),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),47,nested,47,,0.0666371637191395,0.08687996042475588,0.39891242123069554,False,2619
N Sangre de Cristo (Taos),Holidays,days_with_base,Days per 30 with a skiable base,46,nested,46,,0.06797109985787261,0.08739770778103484,0.40301026636269627,False,2619
Park Range (Steamboat),Midwinter,new_snow_in_total,Total new snow in the window (in),47,within_nina,16,-0.438750058171951,0.1925016135458904,0.08758248350329934,0.6509928978614332,False,2619
Uinta Mtns,Early season,mean_swe,Base (mean SWE in window),48,within_nina,16,0.4361289957951727,0.1902085009733058,0.08878224355128975,0.6509928978614332,False,2619
Ruby Mtns & NE Nevada,Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,0.4527677034042987,0.20499859324600303,0.08898220355928814,0.6688990105175066,False,2619
Bitterroots (Lost Trail),Early season,days_with_base,Days per 30 with a skiable base,59,nested,59,,0.05152976019661307,0.08948836119842929,0.3578147819208976,False,2619
W Central Idaho (Brundage/Tamarack),Midwinter,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,-0.4370062769118118,0.19097448606032316,0.09038192361527694,0.6509928978614332,False,2619
Sawtooth & Smoky (Sun Valley),Spring,days_with_base,Days per 30 with a skiable base,46,within_nino,15,0.45738688346432016,0.2092027611652036,0.09078184363127374,0.6688990105175066,False,2619
N Sangre de Cristo (Taos),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),47,within_nino,16,-0.42964447778396514,0.1845943772902561,0.09118176364727054,0.6509928978614332,False,2619
Bridger Range (Bridger Bowl),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),50,within_nino,18,-0.401563776801917,0.16125346683941982,0.09178164367126575,0.6189900709973589,False,2619
Central Oregon (Mt Bachelor),Midwinter,days_with_base,Days per 30 with a skiable base,46,within_nina,16,-0.43452460124661735,0.1888116290885318,0.09218156368726255,0.6509928978614332,False,2619
Selkirks (Schweitzer),Spring,mean_swe,Base (mean SWE in window),44,within_nina,16,-0.4418157524682162,0.19520115912905608,0.09278144371125775,0.6509928978614332,False,2619
Bitterroots (Lost Trail),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),59,within_nina,22,-0.3648589011444434,0.13312201774433075,0.09298140371925614,0.5667539699566799,False,2619
Sawtooth & Smoky (Sun Valley),Spring,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.06566404133929754,0.09315188590856771,0.40301026636269627,False,2619
Blue Mtns (Anthony Lakes),Holidays,days_with_base,Days per 30 with a skiable base,48,within_nino,16,0.43180347950277465,0.18645424491070312,0.09418116376724656,0.6509928978614332,False,2619
W Central Idaho (Brundage/Tamarack),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,nested,46,,0.0652623484760636,0.09419366664280882,0.40301026636269627,False,2619
Chugach (Alyeska),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),43,within_nino,15,0.4535660693387084,0.20572217925536604,0.09478104379124175,0.6688990105175066,False,2619
Central Cascades (Stevens/Snoqualmie),Midwinter,new_snow_in_total,Total new snow in the window (in),45,within_nina,16,-0.4408699368655261,0.19436630123181298,0.09598080383923216,0.6509928978614332,False,2619
Gore & Tenmile (Vail/Summit/Copper),Holidays,new_snow_in_total,Total new snow in the window (in),48,within_nino,16,-0.4296625659513717,0.18460992057991685,0.09678064387122576,0.6509928978614332,False,2619
Tetons (Jackson/Targhee),Midwinter,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,-0.4325208038359355,0.1870742457508838,0.09718056388722256,0.6509928978614332,False,2619
San Juans (Telluride/Purgatory),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.06393895705687783,0.09771324735478948,0.40301026636269627,False,2619
White Mtns AZ (Sunrise Park),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,0.43993773356808796,0.19354520941702594,0.09778044391121776,0.6688990105175066,False,2619
Beartooth & Absaroka (Red Lodge),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),53,within_nino,18,-0.400219696507004,0.1601758054721584,0.09778044391121776,0.6189900709973589,False,2619
Uinta Mtns,Early season,mean_depth,Base (mean snow depth),30,within_nina,12,0.5018567222775233,0.2518601696951392,0.09798040391921616,0.732389290340833,False,2619
Central Cascades (Stevens/Snoqualmie),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),45,within_nina,16,-0.4271491180139401,0.18245636902008694,0.09818036392721456,0.6509928978614332,False,2619
N Sangre de Cristo (Taos),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),47,nested,47,,0.062121696360090906,0.09872004103700804,0.39891242123069554,False,2619
Snowy Range & Sierra Madre,Early season,mean_swe,Base (mean SWE in window),48,within_nina,16,0.4350472626945784,0.1892661207780455,0.09938012397520496,0.6509928978614332,False,2619
Coeur d'Alenes (Silver/Lookout),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),44,within_nina,16,-0.42402911095239265,0.17980068693507653,0.09998000399920016,0.6509928978614332,False,2619
S Washington Cascades (Crystal/White Pass),Spring,days_with_base,Days per 30 with a skiable base,45,nested,45,,0.06461913991762504,0.09998062166467026,0.40723664075787896,False,2619
Ruby Mtns & NE Nevada,Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.06308954068044322,0.10004493766158695,0.40301026636269627,False,2619
S San Juans (Wolf Creek),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,0.43005851990321714,0.18495033054134583,0.10017996400719856,0.6509928978614332,False,2619
Park Range (Steamboat),Early season,mean_swe,Base (mean SWE in window),47,within_nina,16,0.42463081340779507,0.18031132769536568,0.10077984403119376,0.6509928978614332,False,2619
Coeur d'Alenes (Silver/Lookout),Midwinter,new_snow_in_total,Total new snow in the window (in),44,within_nina,16,-0.428520380404314,0.183629716421858,0.10217956408718257,0.6509928978614332,False,2619
Klamath & Siskiyou (Mt Shasta),Spring,days_with_base,Days per 30 with a skiable base,46,within_nino,15,0.42778626275659504,0.18300108660325456,0.10377924415116976,0.6688990105175066,False,2619
E Cascades rain shadow (Mission Ridge),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),45,within_nino,15,0.4342513992461395,0.18857427774723004,0.10397920415916817,0.6688990105175066,False,2619
San Francisco Peaks (AZ Snowbowl),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,0.43976849443155247,0.1933963286945944,0.10457908418316336,0.6688990105175066,False,2619
Coeur d'Alenes (Silver/Lookout),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),44,within_nina,16,-0.4196478496186647,0.1761043176895694,0.10457908418316336,0.6509928978614332,False,2619
Bitterroots (Lost Trail),Holidays,days_with_base,Days per 30 with a skiable base,59,within_nina,22,-0.3565148728716935,0.12710285457871975,0.10477904419116177,0.5667539699566799,False,2619
Wind River Range,Holidays,mean_swe,Base (mean SWE in window),48,within_nina,16,0.4110892652355845,0.16899438399193273,0.10517896420715857,0.6509928978614332,False,2619
Gore & Tenmile (Vail/Summit/Copper),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nina,16,0.4195984798619947,0.17606288430249678,0.10517896420715857,0.6509928978614332,False,2619
S Washington Cascades (Crystal/White Pass),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),45,within_nina,16,-0.4193543428052365,0.1758580648296118,0.10577884423115377,0.6509928978614332,False,2619
Tetons (Jackson/Targhee),Spring,mean_swe,Base (mean SWE in window),46,within_nina,16,-0.41252990637354287,0.17018092365256404,0.10637872425514897,0.6509928978614332,False,2619
Blue Mtns (Anthony Lakes),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,-0.41409484461975754,0.17147454034066115,0.10737852429514097,0.6509928978614332,False,2619
Ruby Mtns & NE Nevada,Midwinter,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.06044706369746248,0.10768159444317449,0.40301026636269627,False,2619
Jemez (Pajarito),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.06024245595484445,0.10829808112833539,0.40301026636269627,False,2619
Selkirks (Schweitzer),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),45,nested,45,,0.06117539509700576,0.10980758945943359,0.40723664075787896,False,2619
Sawtooth & Smoky (Sun Valley),Holidays,days_with_base,Days per 30 with a skiable base,46,within_nino,15,0.4182571336985286,0.17493902988970886,0.10997800439912017,0.6688990105175066,False,2619
Gore & Tenmile (Vail/Summit/Copper),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nino,16,-0.4100609196453481,0.1681499578203886,0.10997800439912017,0.6509928978614332,False,2619
San Francisco Peaks (AZ Snowbowl),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.05960862863687571,0.11023168326715738,0.40301026636269627,False,2619
Missoula ranges (Montana Snowbowl),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,-0.41413926755274727,0.171511332929126,0.11037792441511697,0.6509928978614332,False,2619
Bighorn Mtns (Meadowlark),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nina,16,-0.4132515827058595,0.17077687060889782,0.11037792441511697,0.6509928978614332,False,2619
Front Range (Winter Park/Loveland/A-Basin),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nina,16,0.4088045765625869,0.16712118181851598,0.11057788442311538,0.6509928978614332,False,2619
San Francisco Peaks (AZ Snowbowl),Spring,mean_swe,Base (mean SWE in window),46,nested,46,,0.05935513430730621,0.11101523966116755,0.40301026636269627,False,2619
Markagunt (Brian Head),Spring,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,0.4316045408243793,0.18628247966022332,0.11137772445510898,0.6688990105175066,False,2619
Central Cascades (Stevens/Snoqualmie),Midwinter,days_with_base,Days per 30 with a skiable base,45,nested,45,,0.060604943522427804,0.11153173714129894,0.40723664075787896,False,2619
White Mtns AZ (Sunrise Park),Holidays,mean_swe,Base (mean SWE in window),46,nested,46,,0.0589347725181322,0.1123276566266791,0.40301026636269627,False,2619
S Washington Cascades (Crystal/White Pass),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),45,within_nino,15,0.4290831657375672,0.18411236311937257,0.11237752449510098,0.6688990105175066,False,2619
Tetons (Jackson/Targhee),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,0.4303225148125562,0.18517746675460264,0.11317736452709458,0.6688990105175066,False,2619
Whitefish & Flathead Range,Midwinter,mean_swe,Base (mean SWE in window),52,within_nina,18,-0.3842584146817596,0.14765452925373912,0.11417716456708658,0.6189900709973589,False,2619
Missoula ranges (Montana Snowbowl),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.05829282688442454,0.11436381832246645,0.40301026636269627,False,2619
White Mtns AZ (Sunrise Park),Spring,days_with_base,Days per 30 with a skiable base,46,nested,46,,0.05823900585174428,0.11453630693758798,0.40301026636269627,False,2619
W Central Idaho (Brundage/Tamarack),Holidays,mean_swe,Base (mean SWE in window),46,within_nino,15,0.41900006146343094,0.1755610515063589,0.11477704459108179,0.6688990105175066,False,2619
Elk Mtns (Aspen/Crested Butte),Midwinter,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.05812649376961448,0.1148977875045698,0.40301026636269627,False,2619
S Washington Cascades (Crystal/White Pass),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),45,within_nina,16,-0.41469186783136514,0.17196934524546642,0.11497700459908018,0.6509928978614332,False,2619
